,MAX,MIN
22182,16,6
22183,34,20
22184,14,7
22185,8,0
22186,9,7
22187,0,0
22188,7,6
22189,27,14
22190,14,0
22191,6,0
22192,13,0
22193,7,0
22194,27,0
22195,27,0
22196,12,6
22197,19,7
22198,26,0
22199,19,7
22200,33,0
22201,7,0
22202,47,0
22203,6,0
22204,14,0
22205,19,0
22206,20,7
22207,6,6
22208,20,0
22209,20,7
22210,14,0
22211,3,0
22212,40,0
22213,13,6
22214,24,6
22215,10,0
22216,13,7
22217,0,0
22218,0,0
22219,3,0
22220,34,7
22221,13,0
22222,25,0
22223,6,0
22224,3,0
22225,20,6
22226,7,7
22227,9,0
22228,6,0
22229,0,0
22230,9,7
22231,15,7
22232,7,0
22233,19,13
22234,32,0
22235,42,0
22236,35,6
22237,26,0
22238,7,6
22239,53,13
22240,13,6
22241,6,0
22242,14,0
22243,26,0
22244,12,6
22245,45,0
22246,23,12
22247,35,0
22248,33,7
22249,33,0
22250,57,6
22251,27,0
22252,20,7
22253,31,0
22254,18,7
22255,53,0
22256,14,0
22257,28,6
22258,34,7
22259,38,0
22260,14,7
22261,40,0
22262,27,7
22263,20,0
22264,27,3
22265,7,6
22266,19,7
22267,27,7
22268,32,0
22269,33,0
22270,63,12
22271,6,0
22272,19,0
22273,12,7
22274,13,10
22275,12,6
22276,46,0
22277,47,0
22278,18,0
22279,28,0
22280,13,0
22281,19,18
22282,46,7
22283,51,0
22284,34,6
22285,15,0
22286,20,7
22287,27,0
22288,26,0
22289,14,6
22290,19,7
22291,6,0
22292,10,2
22293,19,0
22294,19,6
22295,19,6
22296,6,0
22297,34,7
22298,7,6
22299,16,14
22300,6,0
22301,26,3
22302,52,0
22303,13,0
22304,39,0
22305,20,0
22306,20,0
22307,12,12
22308,34,0
22309,19,0
22310,20,12
22311,13,0
22312,20,0
22313,12,6
22314,7,0
22315,7,0
22316,7,0
22317,19,0
22318,40,0
22319,21,0
22320,47,0
22321,27,0
22322,7,6
22323,31,0
22324,34,0
22325,39,0
22326,0,0
22327,20,6
22328,0,0
22329,20,13
22330,27,14
22331,27,3
22332,49,0
22333,26,13
22334,0,0
22335,27,14
22336,15,6
22337,26,0
22338,51,0
22339,27,0
22340,47,0
22341,51,0
22342,7,6
22343,19,0
22344,46,13
22345,12,12
22346,44,7
22347,32,7
22348,66,0
22349,20,0
22350,14,0
22351,16,7
22352,27,7
22353,22,0
22354,14,7
22355,0,0
22356,26,0
22357,19,0
22358,9,8
22359,21,0
22360,12,12
22361,21,0
22362,52,0
22363,6,0
22364,7,6
22365,14,12
22366,33,0
22367,34,6
22368,28,6
22369,39,0
22370,21,6
22371,12,7
22372,13,0
22373,22,0
22374,7,0
22375,29,7
22376,20,7
22377,20,0
22378,21,14
22379,26,0
22380,34,0
22381,44,6
22382,12,0
22383,59,0
22384,13,0
22385,19,6
22386,25,13
22387,38,6
22388,27,0
22389,20,0
22390,48,0
22391,12,0
22392,27,0
22393,7,0
22394,32,6
22395,45,0
22396,14,0
22397,14,0
22398,13,0
22399,9,6
22400,24,13
22401,20,0
22402,14,0
22403,39,0
22404,32,13
22405,6,0
22406,0,0
22407,20,18
22408,20,0
22409,16,7
22410,22,0
22411,33,0
22412,7,0
22413,10,6
22414,53,0
22415,20,19
22416,20,0
22417,33,6
22418,19,6
22419,27,0
22420,12,2
22421,8,7
22422,58,14
22423,21,13
22424,3,0
22425,27,0
22426,45,7
22427,18,0
22428,7,0
22429,14,0
22430,48,0
22431,7,6
22432,33,0
22433,7,6
22434,25,6
22435,33,0
22436,14,6
22437,13,0
22438,19,0
22439,21,0
22440,27,0
22441,26,7
22442,0,0
22443,7,0
22444,14,7
22445,8,0
22446,53,0
22447,7,0
22448,28,6
22449,60,0
22450,32,0
22451,17,14
22452,14,0
22453,13,0
22454,20,0
22455,14,7
22456,25,7
22457,7,7
22458,27,0
22459,20,19
22460,6,6
22461,31,13
22462,38,7
22463,9,6
22464,20,6
22465,13,0
22466,6,0
22467,44,0
22468,25,0
22469,28,0
22470,42,6
22471,20,17
22472,7,7
22473,20,7
22474,7,6
22475,7,6
22476,9,6
22477,12,0
22478,7,7
22479,34,13
22480,7,0
22481,6,0
22482,13,0
22483,33,0
22484,13,0
22485,26,12
22486,0,0
22487,27,14
22488,16,13
22489,47,6
22490,20,7
22491,14,8
22492,19,7
22493,26,0
22494,7,6
22495,7,0
22496,19,7
22497,19,13
22498,14,6
22499,0,0
22500,19,0
22501,13,6
22502,59,6
22503,26,6
22504,13,0
22505,6,6
22506,27,0
22507,19,6
22508,27,16
22509,19,17
22510,26,0
22511,13,0
22512,34,6
22513,19,13
22514,7,6
22515,26,17
22516,13,7
22517,35,6
22518,14,6
22519,13,6
22520,20,0
22521,8,0
22522,58,6
22523,45,0
22524,9,7
22525,32,7
22526,28,19
22527,34,12
22528,26,26
22529,12,7
22530,35,6
22531,32,0
22532,14,12
22533,40,0
22534,40,21
22535,6,0
22536,14,7
22537,14,0
22538,31,6
22539,21,6
22540,13,7
22541,6,0
22542,18,6
22543,7,0
22544,33,0
22545,26,0
22546,7,7
22547,27,0
22548,14,13
22549,7,6
22550,21,7
22551,13,6
22552,7,6
22553,7,0
22554,15,13
22555,19,12
22556,47,14
22557,13,0
22558,20,0
22559,14,12
22560,34,0
22561,7,0
22562,13,0
22563,7,0
22564,42,7
22565,14,0
22566,7,6
22567,14,13
22568,34,7
22569,6,3
22570,13,13
22571,13,7
22572,13,6
22573,13,6
22574,32,0
22575,27,7
22576,21,6
22577,13,2
22578,44,0
22579,6,6
22580,21,0
22581,14,7
22582,51,0
22583,20,7
22584,33,0
22585,33,0
22586,27,19
22587,14,0
22588,6,0
22589,20,13
22590,26,7
22591,13,6
22592,13,6
22593,29,6
22594,7,0
22595,14,6
22596,19,0
22597,34,0
22598,6,6
22599,26,6
22600,10,0
22601,33,0
22602,48,0
22603,13,7
22604,27,13
22605,48,9
22606,34,14
22607,27,0
22608,20,6
22609,23,7
22610,6,0
22611,24,6
22612,13,12
22613,21,6
22614,14,0
22615,13,0
22616,20,0
22617,26,7
22618,21,0
22619,19,6
22620,7,0
22621,27,7
22622,13,3
22623,14,0
22624,25,0
22625,13,10
22626,0,0
22627,20,7
22628,6,3
22629,19,7
22630,32,0
22631,28,6
22632,33,6
22633,24,13
22634,0,0
22635,14,0
22636,6,0
22637,13,0
22638,7,0
22639,7,6
22640,31,7
22641,14,6
22642,7,6
22643,13,7
22644,39,7
22645,27,0
22646,6,0
22647,21,0
22648,6,0
22649,13,7
22650,34,0
22651,47,14
22652,7,0
22653,14,0
22654,20,7
22655,15,13
22656,27,7
22657,6,0
22658,7,6
22659,44,0
22660,43,7
22661,3,0
22662,7,6
22663,20,12
22664,14,3
22665,14,0
22666,20,10
22667,7,0
22668,6,0
22669,27,0
22670,39,0
22671,39,6
22672,44,6
22673,29,0
22674,38,6
22675,3,0
22676,18,13
22677,13,0
22678,19,6
22679,19,18
22680,12,7
22681,47,13
22682,33,0
22683,14,0
22684,7,0
22685,32,7
22686,3,0
22687,19,13
22688,28,0
22689,14,12
22690,6,0
22691,9,0
22692,16,7
22693,7,6
22694,45,0
22695,7,0
22696,33,7
22697,15,0
22698,26,0
22699,19,6
22700,12,0
22701,3,0
22702,20,18
22703,7,0
22704,13,7
22705,10,7
22706,13,6
22707,7,0
22708,45,0
22709,21,0
22710,55,0
22711,21,0
22712,0,0
22713,3,0
22714,14,0
22715,25,12
22716,6,6
22717,10,7
22718,24,0
22719,7,0
22720,18,7
22721,20,13
22722,20,14
22723,7,0
22724,35,2
22725,21,14
22726,7,0
22727,26,8
22728,13,0
22729,13,7
22730,19,12
22731,7,0
22732,0,0
22733,14,14
22734,34,13
22735,28,6
22736,20,0
22737,21,0
22738,19,0
22739,14,0
22740,8,0
22741,14,7
22742,20,12
22743,20,9
22744,7,0
22745,27,7
22746,21,0
22747,21,7
22748,9,7
22749,14,0
22750,40,13
22751,14,12
22752,7,3
22753,13,13
22754,20,13
22755,20,14
22756,39,0
22757,14,9
22758,6,2
22759,0,0
22760,0,0
22761,19,0
22762,32,14
22763,21,0
22764,6,0
22765,32,0
22766,7,7
22767,19,0
22768,20,7
22769,9,7
22770,7,0
22771,14,6
22772,27,6
22773,19,6
22774,14,0
22775,27,0
22776,28,6
22777,26,14
22778,28,6
22779,13,0
22780,20,7
22781,19,6
22782,6,0
22783,7,6
22784,27,0
22785,27,21
22786,12,0
22787,23,19
22788,14,7
22789,27,12
22790,34,0
22791,20,14
22792,21,7
22793,20,12
22794,19,7
22795,23,14
22796,20,12
22797,16,0
22798,6,0
22799,33,13
22800,38,0
22801,39,14
22802,7,0
22803,0,0
22804,13,0
22805,14,7
22806,19,0
22807,7,0
22808,14,0
22809,34,0
22810,41,14
22811,32,0
22812,13,0
22813,18,0
22814,10,0
22815,21,0
22816,26,0
22817,14,0
22818,9,7
22819,10,0
22820,3,0
22821,26,0
22822,13,6
22823,7,3
22824,8,0
22825,21,6
22826,0,0
22827,13,12
22828,29,7
22829,17,7
22830,14,6
22831,38,0
22832,39,0
22833,39,6
22834,6,0
22835,88,0
22836,14,6
22837,14,7
22838,7,0
22839,21,0
22840,6,6
22841,36,27
22842,10,7
22843,0,0
22844,19,12
22845,15,6
22846,16,0
22847,19,13
22848,19,0
22849,13,7
22850,14,7
22851,27,7
22852,13,9
22853,20,0
22854,19,0
22855,10,7
22856,42,7
22857,46,0
22858,7,6
22859,20,0
22860,2,2
22861,21,0
22862,33,20
22863,7,6
22864,14,7
22865,21,6
22866,14,0
22867,7,0
22868,9,7
22869,25,0
22870,29,7
22871,19,6
22872,7,0
22873,14,0
22874,0,0
22875,23,13
22876,20,7
22877,21,2
22878,14,0
22879,26,0
22880,7,6
22881,0,0
22882,20,19
22883,34,12
22884,7,0
22885,13,7
22886,20,16
22887,14,0
22888,14,6
22889,28,0
22890,25,14
22891,13,0
22892,20,12
22893,47,0
22894,26,6
22895,6,6
22896,14,13
22897,13,0
22898,46,0
22899,32,7
22900,12,12
22901,15,0
22902,34,0
22903,7,6
22904,20,7
22905,38,7
22906,29,7
22907,33,7
22908,27,0
22909,21,0
22910,20,0
22911,32,6
22912,25,0
22913,18,0
22914,21,0
22915,19,0
22916,45,0
22917,50,0
22918,18,14
22919,37,0
22920,13,13
22921,32,0
22922,7,2
22923,26,0
22924,41,0
22925,26,0
22926,19,7
22927,19,6
22928,31,6
22929,16,6
22930,12,3
22931,6,0
22932,32,14
22933,12,0
22934,6,0
22935,14,0
22936,12,6
22937,31,0
22938,34,7
22939,13,0
22940,12,0
22941,13,0
22942,6,2
22943,21,0
22944,19,0
22945,16,7
22946,34,0
22947,6,0
22948,45,0
22949,0,0
22950,34,0
22951,35,0
22952,19,14
22953,26,0
22954,41,9
22955,26,6
22956,34,7
22957,10,7
22958,3,2
22959,26,0
22960,6,0
22961,14,0
22962,28,0
22963,7,6
22964,41,0
22965,34,7
22966,21,0
22967,6,0
22968,20,0
22969,25,0
22970,16,0
22971,62,0
22972,14,7
22973,19,0
22974,30,0
22975,9,0
22976,31,6
22977,7,7
22978,7,6
22979,36,6
22980,9,7
22981,9,7
22982,3,0
22983,52,0
22984,7,7
22985,12,0
22986,6,0
22987,27,6
22988,32,0
22989,26,0
22990,7,7
22991,7,7
22992,12,0
22993,14,0
22994,30,0
22995,7,6
22996,23,6
22997,33,0
22998,13,12
22999,14,0
23000,12,0
23001,9,0
23002,44,0
23003,14,13
23004,19,0
23005,20,6
23006,0,0
23007,20,0
23008,3,0
23009,7,6
23010,13,13
23011,40,0
23012,33,0
23013,7,6
23014,35,0
23015,14,13
23016,9,6
23017,13,0
23018,13,12
23019,20,14
23020,6,0
23021,12,2
23022,12,7
23023,25,6
23024,19,6
23025,34,6
23026,13,0
23027,37,0
23028,20,0
23029,19,0
23030,25,0
23031,6,0
23032,12,0
23033,20,0
23034,32,29
23035,14,0
23036,21,13
23037,26,7
23038,6,0
23039,12,0
23040,26,13
23041,41,0
23042,14,0
23043,14,12
23044,6,0
23045,25,13
23046,43,0
23047,13,6
23048,17,14
23049,19,0
23050,23,0
23051,10,0
23052,7,6
23053,13,3
23054,6,0
23055,20,0
23056,26,6
23057,13,0
23058,7,0
23059,7,3
23060,12,7
23061,27,0
23062,16,0
23063,40,0
23064,17,7
23065,7,3
23066,12,0
23067,21,14
23068,14,7
23069,60,0
23070,16,6
23071,2,0
23072,26,20
23073,39,6
23074,10,7
23075,7,0
23076,14,0
23077,32,7
23078,19,0
23079,7,0
23080,7,0
23081,22,6
23082,20,0
23083,20,3
23084,28,0
23085,6,6
23086,7,0
23087,19,7
23088,15,0
23089,13,6
23090,21,0
23091,14,13
23092,10,0
23093,20,7
23094,7,0
23095,0,0
23096,6,6
23097,7,0
23098,21,2
23099,7,0
23100,13,13
23101,35,0
23102,32,0
23103,18,13
23104,61,0
23105,13,0
23106,14,0
23107,7,0
23108,20,0
23109,59,0
23110,7,0
23111,17,14
23112,32,7
23113,27,7
23114,34,0
23115,14,0
23116,6,0
23117,10,7
23118,14,7
23119,20,19
23120,13,0
23121,24,12
23122,9,7
23123,6,0
23124,14,12
23125,49,7
23126,6,0
23127,14,13
23128,13,13
23129,6,6
23130,41,0
23131,26,0
23132,13,11
23133,28,0
23134,33,7
23135,54,0
23136,7,0
23137,14,14
23138,35,13
23139,12,7
23140,20,13
23141,32,0
23142,7,7
23143,6,0
23144,7,0
23145,6,6
23146,27,0
23147,7,0
23148,14,6
23149,42,12
23150,25,7
23151,19,0
23152,7,0
23153,13,7
23154,31,0
23155,13,0
23156,47,0
23157,14,0
23158,7,0
23159,21,6
23160,7,0
23161,33,6
23162,21,13
23163,7,0
23164,13,7
23165,13,7
23166,14,6
23167,12,7
23168,33,3
23169,20,0
23170,7,6
23171,13,6
23172,20,0
23173,7,0
23174,85,0
23175,42,0
23176,37,0
23177,9,7
23178,20,0
23179,6,0
23180,14,14
23181,13,7
23182,14,7
23183,23,20
23184,27,7
23185,27,6
23186,13,7
23187,22,7
23188,14,7
23189,20,7
23190,21,0
23191,25,12
23192,9,8
23193,13,13
23194,9,7
23195,16,0
23196,21,0
23197,14,13
23198,20,6
23199,19,7
23200,14,0
23201,15,7
23202,20,6
23203,35,0
23204,16,13
23205,66,0
23206,9,0
23207,27,13
23208,26,0
23209,20,15
23210,18,6
23211,14,0
23212,13,0
23213,33,0
23214,28,0
23215,20,14
23216,6,6
23217,7,0
23218,27,7
23219,46,13
23220,28,0
23221,15,7
23222,27,7
23223,9,0
23224,26,7
23225,23,14
23226,21,13
23227,16,0
23228,16,7
23229,12,0
23230,6,0
23231,14,0
23232,27,13
23233,15,0
23234,7,0
23235,7,6
23236,26,6
23237,27,7
23238,19,13
23239,21,0
23240,12,6
23241,6,0
23242,13,6
23243,27,7
23244,13,6
23245,21,6
23246,13,0
23247,25,9
23248,14,13
23249,30,6
23250,13,0
23251,7,6
23252,41,0
23253,13,0
23254,6,6
23255,26,12
23256,19,0
23257,7,0
23258,13,6
23259,6,0
23260,26,0
23261,16,0
23262,17,0
23263,26,12
23264,20,0
23265,21,0
23266,18,6
23267,16,6
23268,7,7
23269,7,0
23270,26,6
23271,8,5
23272,6,0
23273,6,6
23274,13,6
23275,16,9
23276,19,0
23277,20,0
23278,7,0
23279,27,0
23280,13,7
23281,21,18
23282,54,7
23283,32,6
23284,13,7
23285,10,7
23286,21,14
23287,22,0
23288,13,7
23289,33,0
23290,22,14
23291,20,7
23292,7,6
23293,21,13
23294,13,7
23295,14,0
23296,19,7
23297,46,0
23298,19,7
23299,16,7
23300,4,0
23301,27,6
23302,7,7
23303,26,0
23304,14,3
23305,14,7
23306,28,0
23307,27,13
23308,14,0
23309,17,0
23310,14,7
23311,14,0
23312,24,0
23313,38,6
23314,20,0
23315,38,0
23316,12,0
23317,13,6
23318,13,7
23319,14,12
23320,9,6
23321,21,14
23322,27,7
23323,6,0
23324,19,7
23325,10,0
23326,20,0
23327,27,0
23328,20,7
23329,13,6
23330,47,0
23331,0,0
23332,20,7
23333,14,13
23334,9,0
23335,12,6
23336,14,7
23337,33,6
23338,9,6
23339,39,6
23340,7,0
23341,41,6
23342,12,12
23343,10,9
23344,20,0
23345,20,13
23346,0,0
23347,14,14
23348,20,7
23349,19,13
23350,14,12
23351,13,6
23352,20,7
23353,7,0
23354,13,0
23355,20,0
23356,20,0
23357,6,2
23358,13,6
23359,23,0
23360,14,0
23361,15,0
23362,14,0
23363,7,0
23364,7,6
23365,19,7
23366,21,2
23367,20,7
23368,27,7
23369,15,12
23370,20,7
23371,7,0
23372,32,0
23373,61,0
23374,13,10
23375,19,14
23376,10,0
23377,6,0
23378,9,7
23379,3,0
23380,13,6
23381,13,0
23382,40,7
23383,6,6
23384,6,0
23385,33,0
23386,34,0
23387,6,2
23388,16,0
23389,0,0
23390,14,6
23391,13,0
23392,34,19
23393,25,7
23394,19,7
23395,13,6
23396,7,0
23397,21,13
23398,19,6
23399,14,0
23400,28,13
23401,10,0
23402,12,7
23403,28,6
23404,21,7
23405,13,6
23406,19,0
23407,41,0
23408,25,3
23409,0,0
23410,25,0
23411,21,6
23412,12,6
23413,35,6
23414,47,0
23415,32,6
23416,23,0
23417,36,13
23418,13,3
23419,13,0
23420,13,0
23421,14,7
23422,14,0
23423,33,7
23424,6,0
23425,27,0
23426,46,0
23427,21,0
23428,7,7
23429,13,9
23430,10,0
23431,13,6
23432,22,19
23433,19,17
23434,46,7
23435,40,0
23436,7,6
23437,14,13
23438,12,7
23439,7,0
23440,21,0
23441,0,0
23442,21,0
23443,14,14
23444,13,7
23445,7,7
23446,26,7
23447,0,0
23448,0,0
23449,14,7
23450,7,0
23451,13,0
23452,25,19
23453,19,0
23454,27,0
23455,25,0
23456,42,7
23457,20,13
23458,12,6
23459,13,0
23460,13,0
23461,25,13
23462,7,0
23463,18,14
23464,27,0
23465,19,13
23466,7,0
23467,38,7
23468,7,7
23469,32,14
23470,13,7
23471,34,0
23472,14,3
23473,0,0
23474,26,0
23475,28,0
23476,22,7
23477,7,6
23478,21,7
23479,7,0
23480,12,0
23481,46,0
23482,7,7
23483,21,14
23484,18,7
23485,23,6
23486,18,6
23487,20,0
23488,13,7
23489,7,6
23490,20,9
23491,13,13
23492,10,0
23493,28,0
23494,7,6
23495,6,0
23496,18,0
23497,7,0
23498,7,6
23499,20,12
23500,21,0
23501,21,0
23502,13,0
23503,34,0
23504,52,0
23505,14,0
23506,7,0
23507,20,13
23508,32,0
23509,7,0
23510,20,7
23511,39,0
23512,6,0
23513,23,0
23514,13,0
23515,27,17
23516,7,7
23517,21,19
23518,19,0
23519,12,0
23520,10,7
23521,19,0
23522,20,0
23523,13,0
23524,24,7
23525,19,7
23526,46,7
23527,7,6
23528,27,7
23529,10,7
23530,14,0
23531,21,2
23532,10,10
23533,18,7
23534,13,0
23535,13,0
23536,7,6
23537,10,0
23538,9,7
23539,14,7
23540,14,3
23541,33,20
23542,21,17
23543,26,14
23544,13,0
23545,19,0
23546,0,0
23547,13,6
23548,7,0
23549,28,0
23550,39,6
23551,33,0
23552,31,0
23553,12,0
23554,38,0
23555,26,0
23556,21,13
23557,40,0
23558,38,0
23559,19,7
23560,27,0
23561,59,7
23562,39,7
23563,13,0
23564,37,0
23565,56,6
23566,16,0
23567,25,6
23568,28,7
23569,34,12
23570,79,0
23571,26,0
23572,26,0
23573,27,13
23574,14,7
23575,42,7
23576,54,0
23577,26,0
23578,40,0
23579,12,0
23580,53,0
23581,10,0
23582,13,0
23583,6,6
23584,6,6
23585,12,2
23586,33,0
23587,41,0
23588,19,13
23589,38,0
23590,27,20
23591,27,7
23592,41,0
23593,26,0
23594,44,0
23595,25,0
23596,20,0
23597,36,0
23598,23,0
23599,66,0
23600,7,6
23601,33,0
23602,34,6
23603,21,16
23604,18,0
23605,45,0
23606,13,7
23607,41,0
23608,19,14
23609,19,6
23610,27,7
23611,40,26
23612,9,0
23613,19,7
23614,32,6
23615,34,0
23616,30,7
23617,41,0
23618,28,0
23619,28,0
23620,16,0
23621,34,13
23622,27,0
23623,49,0
23624,39,7
23625,26,0
23626,41,6
23627,20,6
23628,37,6
23629,19,0
23630,32,0
23631,12,0
23632,14,14
23633,47,0
23634,7,3
23635,9,6
23636,19,0
23637,13,0
23638,38,7
23639,21,18
23640,14,0
23641,19,0
23642,28,0
23643,16,13
23644,0,0
23645,9,6
23646,20,0
23647,41,0
23648,20,19
23649,20,14
23650,14,7
23651,20,17
23652,9,6
23653,21,0
23654,45,0
23655,26,7
23656,7,6
23657,0,0
23658,15,0
23659,34,0
23660,43,0
23661,20,7
23662,23,0
23663,20,7
23664,23,21
23665,33,2
23666,27,0
23667,7,0
23668,17,0
23669,13,0
23670,31,0
23671,46,0
23672,7,0
23673,47,12
23674,9,7
23675,25,0
23676,19,7
23677,21,14
23678,13,7
23679,27,6
23680,20,0
23681,14,0
23682,27,7
23683,33,14
23684,7,6
23685,40,0
23686,25,7
23687,17,14
23688,29,27
23689,0,0
23690,9,0
23691,51,0
23692,19,13
23693,7,6
23694,25,0
23695,13,7
23696,49,0
23697,20,7
23698,13,0
23699,13,0
23700,13,6
23701,41,6
23702,20,0
23703,19,0
23704,12,6
23705,53,14
23706,19,14
23707,13,0
23708,19,0
23709,21,0
23710,13,0
23711,42,0
23712,33,19
23713,13,6
23714,20,0
23715,47,0
23716,27,21
23717,36,7
23718,20,6
23719,41,25
23720,27,0
23721,26,0
23722,28,0
23723,31,0
23724,12,6
23725,33,20
23726,19,6
23727,39,0
23728,20,3
23729,26,0
23730,20,6
23731,45,0
23732,14,13
23733,20,7
23734,21,0
23735,20,14
23736,26,12
23737,25,0
23738,34,0
23739,20,6
23740,18,0
23741,30,12
23742,20,6
23743,7,7
23744,26,0
23745,20,7
23746,28,14
23747,7,7
23748,24,13
23749,12,6
23750,13,7
23751,21,14
23752,6,3
23753,26,20
23754,26,6
23755,17,13
23756,50,7
23757,23,0
23758,25,6
23759,13,7
23760,7,7
23761,7,6
23762,47,13
23763,53,0
23764,19,16
23765,7,0
23766,32,19
23767,32,0
23768,24,0
23769,19,6
23770,13,7
23771,10,0
23772,28,0
23773,9,6
23774,27,6
23775,20,13
23776,20,18
23777,6,0
23778,7,6
23779,21,19
23780,21,20
23781,19,6
23782,7,6
23783,29,6
23784,42,6
23785,6,6
23786,7,0
23787,60,0
23788,26,6
23789,9,7
23790,33,14
23791,19,13
23792,33,6
23793,27,20
23794,41,9
23795,13,0
23796,19,0
23797,24,12
23798,46,4
23799,19,0
23800,20,0
23801,27,7
23802,13,7
23803,10,6
23804,24,0
23805,20,0
23806,27,27
23807,28,0
23808,13,7
23809,14,6
23810,41,7
23811,30,14
23812,6,0
23813,19,0
23814,53,2
23815,13,7
23816,27,7
23817,61,0
23818,15,6
23819,14,0
23820,53,12
23821,34,0
23822,46,28
23823,19,0
23824,18,7
23825,13,0
23826,20,13
23827,26,14
23828,27,12
23829,21,0
23830,21,7
23831,9,7
23832,15,6
23833,7,0
23834,7,0
23835,31,19
23836,19,0
23837,3,0
23838,32,0
23839,41,0
23840,13,7
23841,21,13
23842,20,6
23843,10,6
23844,19,0
23845,7,7
23846,20,0
23847,6,0
23848,31,7
23849,13,0
23850,7,0
23851,0,0
23852,14,6
23853,24,0
23854,0,0
23855,21,20
23856,16,7
23857,55,0
23858,9,6
23859,14,0
23860,25,0
23861,31,0
23862,62,0
23863,7,6
23864,21,7
23865,7,6
23866,23,0
23867,40,7
23868,26,0
23869,20,0
23870,19,0
23871,12,7
23872,7,0
23873,14,0
23874,34,6
23875,26,10
23876,13,10
23877,21,0
23878,20,7
23879,20,7
23880,26,0
23881,20,7
23882,6,6
23883,7,0
23884,18,0
23885,28,13
23886,13,0
23887,9,7
23888,21,0
23889,9,6
23890,21,7
23891,3,0
23892,14,0
23893,14,7
23894,20,13
23895,14,13
23896,7,0
23897,25,14
23898,0,0
23899,21,0
23900,7,6
23901,27,19
23902,13,6
23903,14,13
23904,0,0
23905,10,0
23906,64,7
23907,15,13
23908,14,7
23909,13,0
23910,27,12
23911,61,14
23912,33,7
23913,18,0
23914,25,0
23915,20,13
23916,12,0
23917,25,0
23918,12,7
23919,6,2
23920,19,14
23921,12,9
23922,7,6
23923,7,3
23924,6,0
23925,27,0
23926,26,0
23927,27,12
23928,19,6
23929,41,7
23930,14,0
23931,14,0
23932,20,6
23933,28,6
23934,14,13
23935,7,6
23936,28,18
23937,32,0
23938,13,12
23939,13,7
23940,13,0
23941,33,0
23942,13,0
23943,7,0
23944,21,6
23945,20,14
23946,38,0
23947,19,13
23948,12,0
23949,20,0
23950,0,0
23951,21,6
23952,9,6
23953,39,13
23954,25,13
23955,21,13
23956,20,14
23957,10,7
23958,28,0
23959,17,0
23960,14,12
23961,13,0
23962,7,0
23963,21,13
23964,6,0
23965,26,0
23966,12,7
23967,0,0
23968,13,6
23969,14,0
23970,7,0
23971,13,6
23972,20,13
23973,21,7
23974,21,0
23975,13,9
23976,0,0
23977,20,7
23978,7,7
23979,13,12
23980,7,6
23981,21,0
23982,9,0
23983,3,0
23984,46,13
23985,18,13
23986,13,7
23987,16,6
23988,41,0
23989,7,7
23990,28,7
23991,10,10
23992,20,0
23993,7,6
23994,26,7
23995,45,41
23996,7,6
23997,34,7
23998,22,7
23999,21,6
24000,28,18
24001,14,6
24002,39,6
24003,12,0
24004,21,0
24005,32,14
24006,13,7
24007,13,0
24008,33,14
24009,18,0
24010,21,0
24011,13,13
24012,6,0
24013,14,9
24014,14,7
24015,14,13
24016,27,0
24017,20,13
24018,20,10
24019,28,0
24020,41,0
24021,13,0
24022,19,7
24023,12,6
24024,34,7
24025,20,0
24026,20,6
24027,20,13
24028,38,21
24029,20,14
24030,46,6
24031,7,6
24032,39,0
24033,26,6
24034,25,21
24035,14,13
24036,41,0
24037,20,6
24038,19,18
24039,14,6
24040,18,6
24041,12,12
24042,7,6
24043,25,2
24044,3,0
24045,26,0
24046,34,6
24047,20,14
24048,46,6
24049,25,7
24050,6,0
24051,13,7
24052,27,19
24053,14,0
24054,6,0
24055,7,0
24056,12,0
24057,21,13
24058,7,6
24059,20,13
24060,33,6
24061,38,7
24062,46,13
24063,0,0
24064,9,7
24065,46,28
24066,6,3
24067,20,14
24068,14,6
24069,7,0
24070,14,7
24071,25,0
24072,48,0
24073,10,7
24074,13,7
24075,38,20
24076,27,0
24077,25,13
24078,28,0
24079,28,14
24080,6,6
24081,41,14
24082,21,14
24083,25,0
24084,12,7
24085,21,13
24086,34,26
24087,27,0
24088,21,0
24089,13,6
24090,20,0
24091,10,6
24092,14,0
24093,2,0
24094,27,10
24095,9,7
24096,3,3
24097,27,7
24098,14,7
24099,45,20
24100,7,6
24101,13,6
24102,14,0
24103,20,0
24104,16,0
24105,7,2
24106,25,21
24107,30,12
24108,33,7
24109,13,13
24110,14,6
24111,13,7
24112,13,7
24113,20,17
24114,14,0
24115,20,6
24116,19,0
24117,42,6
24118,14,10
24119,16,7
24120,8,0
24121,28,0
24122,40,6
24123,28,0
24124,33,25
24125,3,0
24126,18,7
24127,40,0
24128,17,0
24129,22,13
24130,19,0
24131,0,0
24132,21,12
24133,13,12
24134,25,14
24135,10,7
24136,20,0
24137,9,6
24138,22,20
24139,20,7
24140,26,19
24141,14,6
24142,19,7
24143,7,4
24144,33,0
24145,47,0
24146,19,6
24147,16,0
24148,41,0
24149,12,0
24150,14,7
24151,27,21
24152,0,0
24153,7,0
24154,26,0
24155,7,0
24156,40,26
24157,7,6
24158,21,7
24159,17,14
24160,20,7
24161,7,0
24162,20,6
24163,12,7
24164,14,7
24165,26,0
24166,21,19
24167,14,0
24168,6,0
24169,13,0
24170,14,0
24171,20,0
24172,19,14
24173,20,0
24174,21,12
24175,3,0
24176,33,13
24177,28,12
24178,16,0
24179,13,7
